year,title,imdbRating,ratingCount,duration
1986,Die Farbe des Geldes (1986),7,46480,7140
1926,Es war (1926),8.1,2775,6720
1928,Pflicht und Liebe (1928),7.5,726,5100
1942,Der Glanz des Hauses Amberson (1942),8,14021,5280
1955,Traum meines Lebens (1955),7.6,4793,6000
1984,Fame The Deal (TV Episode 1984),,,2820
1960,Wer den Wind sät (1960),8.2,16683,7680
1968,Der Löwe im Winter (1968),8.2,19622,8040
2008,Frost/Nixon (2008),7.8,76863,7320
5580,Good Night\,http://www.imdb.com/title/tt0433383/,7.6,74242
1994,Quiz Show - Der Skandal (1994),7.5,45526,7980
1953,Julius Caesar (1953),7.4,6174,7200
1996,Hexenjagd (1996),6.9,24089,7440
2003,Lüge und Wahrheit - Shattered Glass (2003),7.3,25616,5640
1935,Meuterei auf der Bounty (1935),7.9,13024,7920
2010,Biography Milton Berle: Mr. Television (TV Episode),,,3600
1940,Die Nacht vor der Hochzeit (1940),8.1,42335,6720
1986,City Wolf (1986),7.6,13265,5700
1979,Flucht von Alcatraz (1979),7.6,66636,6720
1973,Der Mann mit der Todeskralle (1973),7.7,64271,6120
1993,Sonatine (1993),7.6,10791,5640
1989,Blast Killer (1989),8,33042,6660
1992,El mariachi (1992),7,41910,4860
6180,Sono otoko\,http://www.imdb.com/title/tt0098360/,7.2,6731
6540,Komm' zurück\,http://www.imdb.com/title/tt0083745/,7.7,2415
1938,Leoparden küßt man nicht (1938),8.1,37527,5640
1992,Lat sau san taam (1992),8,32570,7680
2005,A History of Violence (2005),7.5,154987,5760
2004,Mann unter Feuer (2004),7.8,205401,8760
1938,Lebenskünstler (1938),8,14508,7560
2013,Smashing UK Top 10 Top 10 Film Directors (TV Episode 2013),,,600
1997,Sieben Jahre in Tibet (1997),7,75229,8160
2012,Lincoln (2012),7.5,146016,9000
1997,Kundun (1997),7.1,18709,8040
1941,Sergeant York (1941),7.8,10521,8040
1959,Das Tagebuch der Anne Frank (1959),7.5,8064,9120
1966,Andrej Rubljow (1966),8.3,18272,12300
1944,Heinrich V. (1944),7.4,3834,8220
2008,Che: Part One (2008),7.2,32227,8040
1960,Entführt - Die Abenteuer des David Balfour (1960),6.7,700,5820
1960,Bankraub des Jahrhunderts (1960),6.6,513,5100
2009,Who Wants to Be a Millionaire Episode #7.102 (TV Episode 2009),,,1800
2005,Brick (2005),7.5,71942,6600
2007,Paranoid Park (2007),6.7,22245,5100
1995,Clockers (1995),6.9,14368,7680
1997,Karakter (1997),7.8,8256,7320
1963,Die Totenliste (1963),7,2832,5880
1931,Tonight or Never (1931),8.1,1053,4800
1991,Kap der Angst (1991),7.3,102119,7680
2006,Brand Upon the Brain! A Remembrance in 12 Chapters (2006),7.4,2401,5700
1927,The Red Mill (1927),8.3,984,4440
1937,Ever Since Eve (1937),8,994,4800
7800,Willkommen\,http://www.imdb.com/title/tt0078841/,8.1,42469
2005,Thank You for Smoking (2005),7.7,166413,5520
1998,Rushmore (1998),7.8,103560,5580
2001,Die Royal Tenenbaums (2001),7.6,159811,6600
2011,50/50 - Freunde fürs (Über)leben (2011),7.8,207726,6000
2011,The Descendants - Familie und andere Angelegenheiten (2011),7.4,164099,6900
2005,Der Tintenfisch und der Wal (2005),7.4,50816,4860
2003,Station Agent (2003),7.8,45086,5340
2006,The Killing of John Lennon (2006),6.3,1190,6840
2010,Centurion (2010),6.4,51500,5820
2008,Unbeugsam (2008),7.2,92625,8220
1957,Duell im Atlantik (1957),7.7,5547,5880
1966,Khartoum - Aufstand am Nil (1966),7,3814,8040
2003,Last Samurai (2003),7.7,241462,9240
1962,Der längste Tag (1962),7.8,35461,10680
1977,Die Brücke von Arnheim (1977),7.4,32836,10500
1989,Beverly Hills Vamp (1989),3,406,5280
1969,The Wild Bunch - Sie kannten kein Gesetz (1969),8.1,53674,8700
1985,Pale Rider - Der namenlose Reiter (1985),7.3,30357,6900
1967,Die Rechnung wird mit Blei bezahlt (1967),7.2,3496,7200
1966,Die gefürchteten Vier (1966),7.4,8102,7020
1990,Blaze of Glory - Flammender Ruhm (1990),6.3,19593,6240
1967,Die Gewaltigen (1967),6.8,4878,5760
1971,Big Jake (1971),7.1,5861,6600
2007,Sukiyaki Western Django (2007),6.3,11600,7260
1968,Django - Sein Haß ist tödlich (1968),6.5,1180,5280
1967,Gott vergibt ... Django nie! (1967),6.3,2097,6540
2000,Guns for Hire: The Making of 'The Magnificent Seven' (TV Movie 2000),6.6,119,3600
1980,Kagemusha - Der Schatten des Kriegers (1980),8,19187,10800
1959,Barfuß durch die Hölle - 1. Teil (1959),8.4,2724,9420
1925,Panzerkreuzer Potemkin (1925),8,32184,4500
2006,Letters from Iwo Jima (2006),8,112624,8460
1984,Killing Fields - Schreiendes Land (1984),7.9,35986,8460
1980,Der Fall des Lieutnant Morant (1980),7.9,8920,6420
1979,Die Blechtrommel (1979),7.6,14652,8520
1989,Glory (1989),8,87681,7320
2009,Nanjing! Nanjing! (2009),7.7,6879,7920
2006,The Wind That Shakes the Barley (2006),7.6,30641,7620
1993,Gettysburg (1993),7.7,19124,16260
1919,Daddy-Long-Legs (1919),7.9,997,5100
2002,Bloody Sunday (2002),7.7,16640,6420
2005,Remembering History (Video 2005),7.4,18,4140
1972,Sinola (1972),6.4,9369,5280
1950,Winchester 73 (1950),7.8,10108,5520
1966,Django (1966),7.3,14763,5520
1966,Der Gehetzte der Sierra Madre (1966),7.4,2740,4800
1965,Die vier Söhne der Katie Elder (1965),7.2,7797,7320
1957,Zwei rechnen ab (1957),7.2,8155,7320
1967,Der Tod ritt dienstags (1967),7.2,1615,5700
1966,Töte Amigo (1966),7.2,2153,8100
1953,Nackte Gewalt (1953),7.5,6200,5460
1969,Sabata (1969),6.9,2482,6660
1948,Bis zum letzten Mann (1948),7.7,9867,7500
2008,The 80th Annual Academy Awards (2008),6.8,1067,11820
2013,Edición Especial Coleccionista Phineas y Ferb: A traves de la 2ª Dimensión (TV Episode 2013),,,1140
1954,Vera Cruz (1954),7.1,5465,5640
1967,Von Angesicht zu Angesicht (1967),7.4,1377,6420
1972,Keine Gnade für Ulzana (1972),7.1,2992,6180
1971,Todesmelodie (1971),7.7,17791,9420
1960,Die glorreichen Sieben (1960),7.8,51542,7680
1990,Der mit dem Wolf tanzt (1990),8,143286,10860
1969,Der Marshal (1969),7.4,26762,7680
1956,Der schwarze Falke (1956),8,50448,7140
1966,El Dorado (1966),7.7,13415,7560
1948,Panik am roten Fluß (1948),7.8,17040,5520
1800,Weeds - Kleine Deals unter Nachbarn If You Work for a Living\,http://www.imdb.com/title/tt1137936/,8.4,314
1961,Wie in einem Spiegel (1961),8.1,11125,5340
1983,Nostalghia (1983),8.2,8649,7500
1969,Passion (1969),7.8,4360,6060
1951,Endstation Sehnsucht (1951),8.1,64151,7320
1922,Beyond the Rocks (1922),7.9,1818,4800
1958,Die Katze auf dem heißen Blechdach (1958),8.1,27420,6480
1940,Rendezvous nach Ladenschluß (1940),8.1,15932,5940
2011,Elizabeth Taylor: A Tribute (TV Movie 2011),7,6,3600
2004,Terminal (2004),7.3,219483,7680
2007,American Gangster (2007),7.8,264349,9420
1991,Boyz n the Hood - Jungs im Viertel (1991),7.8,71979,6720
2002,25 Stunden (2002),7.7,127674,8100
1993,In den Straßen der Bronx (1993),7.8,78459,7260
2001,The Man Who Wasn't There (2001),7.6,71870,6960
1992,Die Simpsons Black Widower (TV Episode 1992),7.7,848,1800
1982,Tootsie (1982),7.4,63675,6960
2000,Krámpack (2000),7,4840,5460
1996,Die erste Liebe (1996),7.9,14623,5400
1973,American Graffiti (1973),7.5,52962,6600
2009,(500) Days of Summer (2009),7.8,273980,5700
1997,Besser geht's nicht (1997),7.8,189536,8340
2002,Nachbarn Episode #1.4096 (TV Episode 2002),,,1320
6960,2010 - Das Jahr\,http://www.imdb.com/title/tt0086837/,6.8,34397
1972,Solaris (1972),8.1,38487,10020
1968,Planet der Affen (1968),8,110247,6720
1979,Star Trek: Der Film (1979),6.3,49916,7920
1956,Alarm im Weltall (1956),7.7,27324,5880
2009,Moon (2009),8,186273,5820
1966,Die phantastische Reise (1966),6.9,10313,6000
1977,Unheimliche Begegnung der dritten Art (1977),7.7,109524,8220
2010,Cinemassacre's Monster Madness The Manitou (TV Episode 2010),7.3,6,300
2002,Road to Perdition (2002),7.8,165165,7020
2005,Three Burials - Die drei Begräbnisse des Melquiades Estrada (2005),7.5,29806,7260
2005,The Proposition - Tödliches Angebot (2005),7.5,37321,6240
1943,Ritt zum Ox-Bow (1943),8.1,13354,4500
1974,Bring mir den Kopf von Alfredo Garcia (1974),7.6,10643,6720
1990,Quigley der Australier (1990),6.8,12562,7140
2007,Todeszug nach Yuma (2007),7.8,191143,7320
2010,Bones - Die Knochenjägerin The Proof in the Pudding (TV Episode 2010),8.5,345,3600
8918,Johnny Guitar - Gejagt\,johnny guitar gejagt geha t gef rchtet,http://www.imdb.com/title/tt0047136/,7.7
1961,Der Kopfgeldjäger (TV Series 1958–1961),8.2,694,1800
1993,Gunmen - Hetzjagd durch den Dschungel (1993),5.1,2280,5640
1969,Easy Rider (1969),7.4,61351,5700
2013,Tales from the Warner Bros. Lot - Geschichten vom Studiogelände (2013),6.8,21,6360
1993,Carlito's Way (1993),7.9,132330,8640
1997,Donnie Brasco (1997),7.8,178966,7620
1990,Miller's Crossing (1990),7.9,85503,6900
2001,Training Day (2001),7.7,232355,7320
1997,Jackie Brown (1997),7.5,185138,9240
2010,The Town - Stadt ohne Gnade (2010),7.6,222924,7500
1988,Histoire(s) du cinéma: Toutes les histoires (Video 1988),7.4,552,3060
2008,Dayereh-e zangi (2008),7.6,988,6600
1986,Down by Law (1986),7.9,28011,6420
1982,King of Comedy (1982),7.8,38288,6540
2005,Adams Äpfel (2005),7.9,25367,5640
1949,Adel verpflichtet (1949),8.2,21614,6360
1989,Mystery Train (1989),7.5,14302,6600
2003,Bad Santa (2003),7.2,88920,5460
1994,No Panic - Gute Geiseln sind selten (1994),7,15840,5580
1986,Gefährliche Freundin (1986),6.8,9633,6840
1947,Der Frauenmörder von Paris (1947),8,8976,6600
2002,Spun - Leben im Rausch (2002),6.8,28443,6060
1973,Paper Moon (1973),8.2,18348,6120
2003,Tricks (2003),7.3,89122,6960
1984,Charade (1984),7.1,355,300
2007,Tödliche Versprechen (2007),7.7,159004,6000
1965,Doktor Schiwago (1965),8,46656,11820
2003,Mystic River (2003),8,274771,8280
1953,Verdammt in alle Ewigkeit (1953),7.8,27276,7080
1940,Ihr erster Mann (1940),7.8,5580,6480
2003,Unterwegs nach Cold Mountain (2003),7.2,99891,9240
2009,Chuck Chuck Versus the Colonel (TV Episode 2009),9.1,779,2580
1995,Tommy Boy - Durch dick und dünn (1995),7,51739,5820
2004,Eurotrip (2004),6.6,129893,5580
1986,Crocodile Dundee - Ein Krokodil zum Küssen (1986),6.5,61829,5820
2011,30 Minuten oder weniger (2011),6.2,64192,4980
2001,Rat Race - Der nackte Wahnsinn (2001),6.4,81149,6720
2004,Harold & Kumar Go to White Castle (2004),7.2,128821,5280
1989,Immer Ärger mit Bernie (1989),6.3,31087,5820
1996,Ein Präsident für alle Fälle (1996),6.4,10950,6060
2009,OSS 117 - Er selbst ist sich genug (2009),6.9,7098,6060
1942,Mrs. Miniver (1942),7.7,8904,8040
2000,Road Trip (2000),6.5,107561,5580
2009,Year One - Aller Anfang ist schwer (2009),4.9,64559,5820
1968,Alles unter Kontrolle - Keiner blickt durch (1968),6.9,2785,5280
1921,Die vier Reiter der Apokalypse (1921),8,2241,9000
1990,Mystery Science Theater 3000 Jungle Goddess (TV Episode 1990),7.7,80,5820
1956,Krieg und Frieden (1956),6.8,5442,12480
1957,Wenn die Kraniche ziehen (1957),8.1,7771,5820
5400,Hiroshima\,http://www.imdb.com/title/tt0052893/,7.9,14310
1959,Die Ballade vom Soldaten (1959),7.9,5742,5280
1977,Una giornata particolare (1977),8,4847,6600
1943,Leben und Sterben des Colonel Blimp (1943),8.1,8179,9780
1996,Der englische Patient (1996),7.4,110855,9720
1954,Die Caine war ihr Schicksal (1954),8,17021,7440
1982,Ein Jahr in der Hölle (1982),7.2,12904,6900
1997,Peter Greenaway in Indianapolis (Video 1997),6.8,9,
1996,The Home Court Dog Day Afternoon (TV Episode 1996),,,1800
1978,Der weiße Hai 2 (1978),5.7,39506,6960
1990,Misery (1990),7.8,103810,6420
2002,Panic Room (2002),6.8,161649,6720
2011,Ohne Limit (2011),7.4,289299,6300
2013,Conjuring - Die Heimsuchung (2013),7.6,165388,6720
2013,Side Effects - Tödliche Nebenwirkungen (2013),7.1,105194,6360
2011,Der große Crash (2011),7.1,68616,6420
2011,Jo Nesbø's Headhunters (2011),7.6,57127,6000
7.1,Dame\, Spion (2011),dame k nig as spion,http://www.imdb.com/title/tt1340800/
2012,Contraband (2012),6.5,82124,6540
2012,Ein riskanter Plan (2012),6.6,99177,6120
2005,Red Eye - Nachtflug in den Tod (2005),6.5,81260,5100
1993,Roger auf Abwegen (1993),7.1,456,480
1988,Rain Man (1988),8,308453,7980
1992,Der Duft der Frauen (1992),7.9,151964,9420
1990,Zeit des Erwachens (1990),7.7,70252,7260
1979,Kramer gegen Kramer (1979),7.8,74105,6300
1993,Philadelphia (1993),7.7,143684,7500
2013,Nebraska (2013),7.9,38035,6900
2013,Captain Phillips (2013),8,176065,8040
2011,Die Kunst zu gewinnen - Moneyball (2011),7.6,221172,7980
2013,The Cinema Snob Halloween (TV Episode 2013),,,1500
1982,The Verdict - Die Wahrheit und nichts als die Wahrheit (1982),7.8,20430,7740
1997,Boogie Nights (1997),7.9,148566,9300
1992,Glengarry Glen Ross (1992),7.9,59740,6000
1969,Asphalt-Cowboy (1969),8,61871,6780
2011,The Ides of March - Tage des Verrats (2011),7.2,154409,6060
1989,Fejezetek a film történetéböl Amerikai filmtípusok - Egyén és társadalom (TV Episode 1989),,,
2006,Rocky Balboa (2006),7.2,123125,6120
1979,Rocky II (1979),7.1,90550,7140
1986,Bodycheck (1986),6,8209,6600
1985,Crazy for you - Liebe auf der Ringermatte (1985),6.4,5326,6420
2006,Annapolis - Kampf um Anerkennung (2006),5.7,15495,6480
2007,Glück im Spiel (2007),5.9,16096,7440
2002,Blue Crush (2002),5.6,22233,6240
1996,Jerry Maguire: Spiel des Lebens (1996),7.3,146889,8340
1983,Der richtige Dreh (1983),5.9,9967,5460
2010,The Fighter (2010),7.9,200800,6960
2004,Drawn Together The One Wherein There Is a Big Twist: Part 1 (TV Episode 2004),7.1,70,1320
1971,Wer Gewalt sät (1971),7.6,37945,7080
2011,Verblendung (2011),7.9,245900,9480
2001,Das Experiment (2001),7.8,63018,7200
2011,We Need to Talk About Kevin (2011),7.5,65660,6720
2008,Die Welle (2008),7.6,56181,6420
2000,American Psycho (2000),7.6,262553,6120
1973,Der Schakal (1973),7.8,24386,8580
2006,Das Parfum - Die Geschichte eines Mörders (2006),7.5,149899,8820
2005,Syriana (2005),7,92002,7680
2006,Tagebuch eines Skandals (2006),7.5,55692,5520
2010,Atrocious (2010),5.1,2984,4500
2004,Sideways (2004),7.6,125398,7560
2002,Punch-Drunk Love (2002),7.3,85032,5700
2008,At the Movies Summer Special 2008/09 (TV Episode 2008),,,3240
1999,Star Wars: Episode I - Die dunkle Bedrohung (1999),6.5,379493,8160
2005,Star Wars: Episode III - Die Rache der Sith (2005),7.7,363226,8400
2002,Star Wars: Episode II - Angriff der Klonkrieger (2002),6.8,323204,8520
1994,Stargate (1994),7,123007,7260
2013,Man of Steel (2013),7.4,359724,8580
2013,Iron Man 3 (2013),7.4,349551,7800
2012,John Carter: Zwischen zwei Welten (2012),6.6,166665,7920
2005,Fantastic Four (2005),5.7,200826,6360
2002,Spider-Man (2002),7.3,388552,7260
2006,Superman Returns (2006),6.2,205769,9240
2007,Fantastic Four: Rise of the Silver Surfer (2007),5.6,161460,5520
2010,Skins - Hautnah Thomas (TV Episode 2010),7.2,187,2700
2000,Tigerland (2000),7.1,29876,6060
1969,Armee im Schatten (1969),8.1,11564,8700
1984,Birdy (1984),7.3,14730,7200
1993,Stalingrad (1993),7.5,19666,8040
6180,Rom\,http://www.imdb.com/title/tt0038890/,8.1,12548
1991,Europa (1991),7.7,13072,6720
1962,Iwans Kindheit (1962),8.1,12900,5700
1989,La chiesa (1989),6.2,3296,6120
1987,Hoffnung und Ruhm (1987),7.4,8343,6780
1971,Johnny zieht in den Krieg (1971),7.9,9421,6660
1965,Ein Haufen toller Hunde (1965),7.9,7603,7380
1947,Schwarze Narzisse (1947),8,12785,6000
2007,Kickin' It Old Skool (2007),4.6,5728,6480
1984,Dreamscape (1984),6.3,8817,5940
1933,Heroes for Sale (1933),7.8,1403,4560
2002,28 Tage später (2002),7.7,231106,6780
2002,Resident Evil (2002),6.7,159910,6000
1956,Die Dämonischen (1956),7.8,26864,4800
1999,eXistenZ (1999),6.8,63821,5820
2007,Der Nebel (2007),7.2,170012,7560
1933,Der Unsichtbare (1933),7.7,15927,4260
1954,Der Schrecken vom Amazonas (1954),7,12987,4740
1984,Der Feuerteufel (1984),6,18696,6060
2007,Sunshine (2007),7.3,146791,6420
1987,Predator (1987),7.9,223333,6420
2006,Savage Harvest 2: October Blood (Video 2006),5.3,240,7140
6240,Auf Wiedersehen\,http://www.imdb.com/title/tt0092593/,8.1,19044
1967,Spiegelbild im goldenen Auge (1967),6.9,3491,6480
1983,Die Glücksritter (1983),7.5,79297,6960
1994,Clerks - Die Ladenhüter (1994),7.9,153057,5520
2009,Kabinett außer Kontrolle (2009),7.5,35293,6360
2007,Superbad (2007),7.7,327058,6780
1983,Der Sinn des Lebens (1983),7.6,60984,6420
2009,Two and a Half Men Gorp. Fnark. Schmegle. (TV Episode 2009),8.9,397,1200
1995,Die Stadt der verlorenen Kinder (1995),7.7,46812,6720
1985,Brazil (1985),8,125037,7920
2006,The Fall (2006),7.9,70480,7020
1986,Die Fliege (1986),7.5,89158,5760
1982,E.T. - Der Außerirdische (1982),7.9,218383,6900
2009,The Limits of Control - Der geheimnisvolle Killer (2009),6.2,12156,6960
1987,Der letzte Kaiser (1987),7.8,53698,9780
2008,Hunger (2008),7.6,36844,5760
2010,The Social Network (2010),7.8,334871,7200
1997,Oscar Wilde (1997),6.9,10648,7080
1964,Das erste Evangelium Matthäus (1964),7.9,5956,8220
1975,Die Geschichte der Adele H. (1975),7.4,4331,5760
1964,Becket (1964),8.1,9251,8880
2006,Marie Antoinette (2006),6.4,63248,7380
2003,Luther (2003),6.7,11118,7380
1983,Danton (1983),7.5,3430,8160
1380,Hannah Montana You're So Vain\,http://www.imdb.com/title/tt0595951/,6.4,125
2011,Planet der Affen: Prevolution (2011),7.6,272843,6300
2003,Matrix Reloaded (2003),7.2,333743,8280
1985,Mad Max - Jenseits der Donnerkuppel (1985),6.2,67224,6420
2008,Outlander (2008),6.3,54302,6900
2013,Star Trek: Into Darkness (2013),7.9,270323,7920
2003,Matrix Revolutions (2003),6.7,288612,7740
2002,The Time Machine (2002),5.9,88017,5760
2010,Iron Man 2 (2010),7.1,336029,7440
1984,Der Wüstenplanet (1984),6.6,80846,8220
1985,The Statue of Liberty (1985),7.2,282,3600
1999,The Unauthorized 'Star Wars' Story (Video 1999),4.6,175,3780
2005,Das Comeback (2005),8,122726,8640
1999,Hurricane (1999),7.5,61075,8760
2001,Ali (2001),6.7,64588,9420
2005,Mit Herz und Hand (2005),7.9,37508,7620
2009,Blind Side - Die große Chance (2009),7.7,154322,7740
1993,Touchdown - Sein Ziel ist der Sieg (1993),7.5,33458,6840
2006,Unbesiegbar - Der Traum seines Lebens (2006),7.1,38213,6300
2005,Dogtown Boys (2005),7.1,35636,6420
2013,42 (2013),7.6,44350,7680
1956,Die Hölle ist in mir (1956),7.5,4572,6780
2008,The Express (2008),7.3,12791,7800
1992,The Babe - Ein amerikanischer Traum (1992),5.8,6558,6900
6120,Elliot\,http://www.imdb.com/title/tt0076538/,6.3,12819
1999,V.I.P. - Die Bodyguards Raging Val (TV Episode 1999),5.7,13,2700
1974,Blutgericht in Texas (1974),7.5,72698,4980
1987,Angel Heart (1987),7.4,50540,6780
1971,Die tollkühne Hexe in ihrem fliegenden Bett (1971),7,19757,5340
1996,Faszination des Grauens (1996),7.5,21520,7500
2007,[Rec] (2007),7.5,100652,4680
1999,Echoes - Stimmen aus der Zwischenwelt (1999),7,53413,5940
1980,The Changeling (1980),7.3,17980,6420
2002,Ring (2002),7.1,185424,6900
1970,Das Geheimnis der schwarzen Handschuhe (1970),7.2,9477,6060
1974,Jessy - Die Treppe in den Tod (1974),7.3,17385,5880
1994,Nachtwache (1994),7.4,10274,6420
5700,Freitag\,http://www.imdb.com/title/tt0080761/,6.5,60304
1985,Phenomena (1985),6.9,12611,6600
1951,Alice im Wunderland (1951),7.4,69990,4500
1971,Charlie und die Schokoladenfabrik (1971),7.8,93291,6000
2011,Saturday Night Live Charlie Day/Maroon 5 (TV Episode 2011),7.2,104,5400
1930,Im Westen nichts Neues (1930),8.1,40591,8160
2001,Black Hawk Down (2001),7.7,226441,8520
1996,James und der Riesenpfirsich (1996),6.8,38311,4740
1969,Die Luftschlacht um England (1969),7,12808,7920
2006,Flags of Our Fathers (2006),7.1,84617,7920
1955,Mai '43 - Die Zerstörung der Talsperren (1955),7.4,6273,7440
2005,Die neunte Kompanie (2005),7.2,13766,8340
2012,Into the White (2012),7.1,10324,6000
1960,Die letzte Fahrt der Bismarck (1960),7.2,4332,5820
1970,Waterloo (1970),7.3,4760,8040
1992,Aladdin (1992),8,176939,5400
2010,Alice im Wunderland (2010),6.5,228380,6480
2012,Side by Side (2012),7.7,7811,5940
1984,Indiana Jones und der Tempel des Todes (1984),7.6,229232,7080
2008,Indiana Jones und das Königreich des Kristallschädels (2008),6.3,254765,7320
2011,Captain America: The First Avenger (2011),6.8,280412,7440
2013,Lone Ranger (2013),6.6,117298,8940
2008,Die Geheimnisse der Spiderwicks (2008),6.6,53555,5760
2002,Hero (2002),8,128177,5940
2011,Ironclad (2011),6.2,27085,7260
7740,Der Mann\,http://www.imdb.com/title/tt0073341/,7.9,30546
1958,Die verborgene Festung (1958),8,19034,8340
2009,Valhalla Rising (2009),5.9,31451,5580
1964,James Bond 007 - Goldfinger (1964),7.8,110130,6600
1991,Hook (1991),6.6,138165,8640
